timestamp,machine_id,temperature,vibration,power_usage,runtime_hours
2025-06-04 02:00:00,M01,66.64,0.76,182.07,6.77
2025-06-04 03:00:00,M01,75.02,0.4,138.07,8.19
2025-06-04 04:00:00,M01,71.13,0.77,140.89,8.98
2025-06-04 05:00:00,M01,69.34,0.66,131.75,7.93
2025-06-04 06:00:00,M01,76.85,0.93,135.63,8.03
2025-06-04 07:00:00,M01,72.42,0.5,138.13,8.23
2025-06-04 08:00:00,M01,68.91,0.73,139.28,6.89
2025-06-04 09:00:00,M01,73.86,0.91,149.06,9.92
2025-06-04 10:00:00,M01,59.1,0.44,113.43,9.49
2025-06-04 11:00:00,M01,67.22,0.64,138.63,8.53
2025-06-04 12:00:00,M01,75.31,0.57,184.27,6.64
2025-06-04 13:00:00,M01,80.92,0.2,164.71,6.1
2025-06-04 14:00:00,M01,69.98,0.54,155.48,7.0
2025-06-04 15:00:00,M01,70.35,0.4,147.99,8.25
2025-06-04 16:00:00,M01,72.37,0.36,188.29,9.96
2025-06-04 17:00:00,M01,72.52,0.65,150.01,9.6
2025-06-04 18:00:00,M01,59.95,0.83,162.17,9.11
2025-06-04 19:00:00,M01,67.48,0.42,148.37,7.33
2025-06-04 20:00:00,M01,75.81,0.93,163.12,7.63
2025-06-04 21:00:00,M01,79.98,0.32,151.33,8.56
2025-06-04 22:00:00,M01,69.46,0.52,133.78,8.19
2025-06-04 23:00:00,M01,69.78,0.55,150.26,7.97
2025-06-05 00:00:00,M01,76.31,0.53,159.31,8.0
2025-06-05 01:00:00,M01,69.55,0.74,151.7,9.65
2025-06-05 02:00:00,M01,84.18,0.81,165.39,8.67
2025-06-05 03:00:00,M01,63.16,0.7,124.99,6.01
2025-06-05 04:00:00,M01,72.96,0.88,126.9,9.78
2025-06-05 05:00:00,M01,71.08,0.56,151.29,7.09
2025-06-05 06:00:00,M01,75.42,0.91,132.7,8.77
2025-06-05 07:00:00,M01,73.54,0.97,181.89,8.81
2025-06-05 08:00:00,M01,68.94,0.63,179.98,9.17
2025-06-05 09:00:00,M01,74.4,0.51,151.85,7.5
2025-06-05 10:00:00,M01,73.73,0.91,135.23,7.01
2025-06-05 11:00:00,M01,72.61,0.59,155.89,6.47
2025-06-05 12:00:00,M01,61.69,0.54,181.48,9.97
2025-06-05 13:00:00,M01,70.02,0.23,155.32,9.12
2025-06-05 14:00:00,M01,71.56,0.51,150.01,6.6
2025-06-05 15:00:00,M01,70.97,0.53,150.37,8.35
2025-06-05 16:00:00,M01,73.92,0.81,163.6,6.16
2025-06-05 17:00:00,M01,70.88,0.63,139.59,7.54
2025-06-05 18:00:00,M01,70.34,0.81,165.84,8.56
2025-06-05 19:00:00,M01,73.5,0.31,156.82,8.94
2025-06-05 20:00:00,M01,72.61,0.43,139.74,6.52
2025-06-05 21:00:00,M01,82.61,0.72,149.22,8.41
2025-06-05 22:00:00,M01,76.18,0.95,189.56,7.92
2025-06-05 23:00:00,M01,76.41,0.9,165.69,6.15
2025-06-06 00:00:00,M01,73.82,0.83,150.7,8.13
2025-06-06 01:00:00,M01,71.66,0.86,157.33,8.34
2025-06-06 02:00:00,M01,62.15,0.6,132.83,6.03
2025-06-06 03:00:00,M01,59.4,0.3,150.19,8.23
2025-06-06 04:00:00,M01,67.11,0.31,152.1,9.76
2025-06-06 05:00:00,M01,68.96,0.41,138.55,6.74
2025-06-06 06:00:00,M01,63.39,0.58,161.11,6.08
2025-06-06 07:00:00,M01,65.24,0.72,168.97,8.38
2025-06-06 08:00:00,M01,68.98,0.7,127.91,6.65
2025-06-06 09:00:00,M01,72.7,0.58,162.69,6.12
2025-06-06 10:00:00,M01,70.59,0.52,135.95,8.96
2025-06-06 11:00:00,M01,65.95,0.83,116.77,6.56
2025-06-06 12:00:00,M01,69.3,0.56,142.49,7.35
2025-06-06 13:00:00,M01,78.8,0.23,161.64,9.79
2025-06-06 14:00:00,M01,69.93,0.79,160.43,8.03
2025-06-06 15:00:00,M01,73.7,0.42,174.28,9.8
2025-06-06 16:00:00,M01,63.66,0.37,148.86,6.93
2025-06-06 17:00:00,M01,68.76,0.44,157.27,6.28
2025-06-06 18:00:00,M01,60.43,0.33,123.23,7.24
2025-06-06 19:00:00,M01,72.65,0.69,146.57,8.02
2025-06-06 20:00:00,M01,75.46,0.2,179.32,7.69
2025-06-06 21:00:00,M01,60.23,0.31,158.86,8.16
2025-06-06 22:00:00,M01,71.56,0.99,161.39,7.99
2025-06-06 23:00:00,M01,67.76,0.46,153.1,7.71
2025-06-07 00:00:00,M01,72.52,0.37,155.9,9.96
2025-06-07 01:00:00,M01,67.52,0.77,133.69,9.05
2025-06-07 02:00:00,M01,67.76,0.25,133.45,6.54
2025-06-07 03:00:00,M01,69.66,0.73,154.01,9.73
2025-06-07 04:00:00,M01,70.64,0.35,148.17,6.67
2025-06-07 05:00:00,M01,69.46,0.45,143.17,7.91
2025-06-07 06:00:00,M01,61.58,0.25,151.47,7.22
2025-06-07 07:00:00,M01,66.49,0.37,138.11,7.07
2025-06-07 08:00:00,M01,65.43,0.61,168.88,6.18
2025-06-07 09:00:00,M01,66.73,0.4,156.15,7.08
2025-06-07 10:00:00,M01,70.88,0.72,134.69,8.95
2025-06-07 11:00:00,M01,67.92,0.45,154.02,6.82
2025-06-07 12:00:00,M01,70.16,0.56,157.65,7.56
2025-06-07 13:00:00,M01,67.69,0.55,149.54,9.43
2025-06-07 14:00:00,M01,70.85,0.62,153.42,7.31
2025-06-07 15:00:00,M01,69.95,0.66,168.14,8.32
2025-06-07 16:00:00,M01,76.31,0.62,158.56,8.93
2025-06-07 17:00:00,M01,72.73,0.35,158.19,6.47
2025-06-07 18:00:00,M01,64.73,0.78,138.04,7.63
2025-06-07 19:00:00,M01,69.51,0.23,138.35,7.2
2025-06-07 20:00:00,M01,57.43,0.61,163.51,8.98
2025-06-07 21:00:00,M01,73.82,0.28,160.75,9.62
2025-06-07 22:00:00,M01,73.71,0.51,147.57,7.44
2025-06-07 23:00:00,M01,60.59,0.54,163.29,6.17
2025-06-08 00:00:00,M01,64.44,0.97,145.49,9.92
2025-06-08 01:00:00,M01,65.84,0.51,148.44,9.94
2025-06-08 02:00:00,M01,62.36,0.42,117.45,6.41
2025-06-08 03:00:00,M01,66.42,0.39,158.7,7.59
2025-06-08 04:00:00,M01,72.66,0.34,138.47,9.9
2025-06-08 05:00:00,M01,66.85,0.53,113.96,7.77
2025-06-08 06:00:00,M01,72.82,0.92,143.68,7.07
2025-06-08 07:00:00,M01,64.1,0.67,161.1,6.66
2025-06-08 08:00:00,M01,73.43,0.65,140.12,8.1
2025-06-08 09:00:00,M01,60.9,0.21,112.52,7.9
2025-06-08 10:00:00,M01,68.88,0.45,138.59,8.13
2025-06-08 11:00:00,M01,71.82,0.44,150.77,8.03
2025-06-08 12:00:00,M01,73.0,0.38,161.13,8.26
2025-06-08 13:00:00,M01,75.75,0.44,178.09,8.81
2025-06-08 14:00:00,M01,65.97,0.58,146.54,8.15
2025-06-08 15:00:00,M01,72.23,0.57,165.48,9.4
2025-06-08 16:00:00,M01,67.26,0.74,138.68,8.56
2025-06-08 17:00:00,M01,69.21,0.52,158.16,9.34
2025-06-08 18:00:00,M01,75.9,0.65,163.72,6.63
2025-06-08 19:00:00,M01,73.63,0.39,170.46,6.07
2025-06-08 20:00:00,M01,67.96,0.27,155.65,7.41
2025-06-08 21:00:00,M01,70.63,0.78,156.6,6.7
2025-06-08 22:00:00,M01,66.94,0.33,148.66,9.24
2025-06-08 23:00:00,M01,65.35,0.55,156.94,6.18
2025-06-09 00:00:00,M01,72.22,0.53,157.92,6.1
2025-06-09 01:00:00,M01,69.37,0.55,163.32,6.8
2025-06-09 02:00:00,M01,64.22,0.64,118.84,8.11
2025-06-09 03:00:00,M01,75.02,0.5,159.2,8.36
2025-06-09 04:00:00,M01,77.07,0.61,149.32,9.23
2025-06-09 05:00:00,M01,75.84,0.58,160.1,7.83
2025-06-09 06:00:00,M01,64.3,0.87,152.64,6.07
2025-06-09 07:00:00,M01,65.74,0.91,143.83,8.55
2025-06-09 08:00:00,M01,74.01,0.97,128.01,9.36
2025-06-09 09:00:00,M01,71.4,0.97,164.32,9.05
2025-06-09 10:00:00,M01,57.92,0.65,133.89,7.16
2025-06-09 11:00:00,M01,75.57,0.41,137.2,9.13
2025-06-09 12:00:00,M01,78.0,0.51,172.25,9.36
2025-06-09 13:00:00,M01,78.09,0.32,120.17,9.86
2025-06-09 14:00:00,M01,74.64,0.46,187.82,8.73
2025-06-09 15:00:00,M01,71.37,0.79,160.5,8.11
2025-06-09 16:00:00,M01,61.1,0.95,167.49,7.64
2025-06-09 17:00:00,M01,72.58,1.0,144.32,9.01
2025-06-09 18:00:00,M01,67.97,0.44,126.84,7.85
2025-06-09 19:00:00,M01,63.19,0.75,151.92,7.12
2025-06-09 20:00:00,M01,71.58,0.88,147.7,7.84
2025-06-09 21:00:00,M01,69.17,0.68,133.67,9.78
2025-06-09 22:00:00,M01,66.66,0.21,157.06,9.47
2025-06-09 23:00:00,M01,72.72,0.38,159.01,8.51
2025-06-10 00:00:00,M01,71.6,0.62,148.99,6.31
2025-06-10 01:00:00,M01,72.38,0.54,165.03,8.35
2025-06-10 02:00:00,M01,65.74,0.69,173.91,7.78
2025-06-10 03:00:00,M01,80.24,0.21,128.91,7.85
2025-06-10 04:00:00,M01,69.68,0.42,165.57,7.74
2025-06-10 05:00:00,M01,73.3,0.35,143.83,8.78
2025-06-10 06:00:00,M01,65.95,0.41,156.12,7.05
2025-06-10 07:00:00,M01,68.14,0.45,153.51,9.48
2025-06-10 08:00:00,M01,71.04,0.35,143.45,9.28
2025-06-10 09:00:00,M01,64.08,0.68,145.92,8.16
2025-06-10 10:00:00,M01,79.81,0.22,117.31,8.87
2025-06-10 11:00:00,M01,66.6,0.54,174.42,9.76
2025-06-10 12:00:00,M01,70.39,0.34,141.5,7.77
2025-06-10 13:00:00,M01,66.05,0.39,117.63,8.32
2025-06-10 14:00:00,M01,72.81,0.21,148.68,6.17
2025-06-10 15:00:00,M01,67.8,0.35,153.01,9.18
2025-06-10 16:00:00,M01,69.87,0.79,140.07,9.04
2025-06-10 17:00:00,M01,62.34,0.27,166.31,6.24
2025-06-10 18:00:00,M01,71.36,0.27,125.29,9.97
2025-06-10 19:00:00,M01,74.78,0.45,161.66,9.61
2025-06-10 20:00:00,M01,71.13,0.61,142.02,9.61
2025-06-10 21:00:00,M01,72.25,0.45,128.36,7.01
2025-06-10 22:00:00,M01,71.24,0.59,162.11,7.38
2025-06-10 23:00:00,M01,68.58,0.53,158.53,8.79
2025-06-11 00:00:00,M01,59.27,0.85,123.87,9.26
2025-06-11 01:00:00,M01,67.61,0.79,149.49,7.93
2025-06-11 02:00:00,M01,74.14,0.55,152.9,6.65
2025-06-11 03:00:00,M01,72.33,0.88,135.37,8.41
2025-06-11 04:00:00,M01,75.33,0.53,143.41,9.19
2025-06-11 05:00:00,M01,67.45,0.77,126.41,9.49
2025-06-11 06:00:00,M01,63.93,0.26,158.38,8.78
2025-06-11 07:00:00,M01,75.49,0.64,140.3,6.9
2025-06-11 08:00:00,M01,73.03,0.69,148.85,7.17
2025-06-11 09:00:00,M01,64.12,0.27,126.72,7.92
2025-06-11 10:00:00,M01,65.59,0.6,167.47,6.91
2025-06-11 11:00:00,M01,67.18,0.38,154.59,6.92
2025-06-11 12:00:00,M01,62.98,0.41,137.55,7.64
2025-06-11 13:00:00,M01,73.94,0.41,122.26,8.46
2025-06-11 14:00:00,M01,64.32,0.44,166.54,6.36
2025-06-11 15:00:00,M01,62.25,0.49,159.99,9.32
2025-06-11 16:00:00,M01,70.49,0.92,157.33,8.0
2025-06-11 17:00:00,M01,66.19,0.4,127.09,7.6
2025-06-11 18:00:00,M01,75.47,0.81,148.64,7.1
2025-06-11 19:00:00,M01,65.82,0.7,145.47,6.77
2025-06-11 20:00:00,M01,70.99,0.87,152.32,6.2
2025-06-11 21:00:00,M01,66.54,0.89,156.4,6.01
2025-06-11 22:00:00,M01,64.07,0.6,153.21,7.27
2025-06-11 23:00:00,M01,75.76,0.99,137.5,9.57
2025-06-12 00:00:00,M01,67.13,0.82,159.05,7.2
2025-06-12 01:00:00,M01,71.29,0.67,178.15,8.36
2025-06-12 02:00:00,M01,72.59,0.87,160.2,8.59
2025-06-12 03:00:00,M01,75.37,0.86,167.84,9.28
2025-06-12 04:00:00,M01,71.36,0.6,149.79,9.98
2025-06-12 05:00:00,M01,75.41,0.31,116.51,7.81
2025-06-12 06:00:00,M01,69.21,0.5,175.62,8.68
2025-06-12 07:00:00,M01,75.53,0.56,142.96,6.76
2025-06-12 08:00:00,M01,68.02,0.27,153.39,7.38
2025-06-12 09:00:00,M01,77.06,0.3,157.39,9.34
2025-06-12 10:00:00,M01,74.09,0.65,138.89,8.35
2025-06-12 11:00:00,M01,73.68,0.22,136.33,7.72
2025-06-12 12:00:00,M01,71.64,0.34,144.8,6.92
2025-06-12 13:00:00,M01,74.97,0.44,138.09,8.81
2025-06-12 14:00:00,M01,67.81,0.77,138.12,8.62
2025-06-12 15:00:00,M01,67.65,0.7,155.53,9.6
2025-06-12 16:00:00,M01,70.54,0.94,123.84,8.95
2025-06-12 17:00:00,M01,63.62,0.36,149.86,9.29
2025-06-12 18:00:00,M01,59.24,0.65,140.69,9.49
2025-06-12 19:00:00,M01,68.35,0.21,122.2,8.68
2025-06-12 20:00:00,M01,62.44,0.47,158.18,8.4
2025-06-12 21:00:00,M01,65.59,0.69,162.26,8.88
2025-06-12 22:00:00,M01,66.95,0.35,135.26,8.12
2025-06-12 23:00:00,M01,63.32,0.22,139.85,6.12
2025-06-13 00:00:00,M01,57.84,0.2,181.23,9.29
2025-06-13 01:00:00,M01,64.47,0.61,154.3,6.35
2025-06-13 02:00:00,M01,71.55,0.46,147.89,8.1
2025-06-13 03:00:00,M01,62.66,0.6,157.53,8.52
2025-06-13 04:00:00,M01,70.65,0.25,159.21,7.41
2025-06-13 05:00:00,M01,69.29,0.68,166.81,8.21
2025-06-13 06:00:00,M01,69.92,0.42,167.93,9.7
2025-06-13 07:00:00,M01,69.66,0.49,171.41,8.27
2025-06-13 08:00:00,M01,64.5,0.34,119.51,8.62
2025-06-13 09:00:00,M01,70.03,0.36,140.23,7.91
2025-06-13 10:00:00,M01,72.41,0.47,161.16,8.24
2025-06-13 11:00:00,M01,63.96,0.61,141.83,6.76
2025-06-13 12:00:00,M01,73.16,0.87,141.08,8.08
2025-06-13 13:00:00,M01,67.71,0.48,146.2,6.99
2025-06-13 14:00:00,M01,65.28,0.41,173.39,8.27
2025-06-13 15:00:00,M01,76.01,0.23,156.86,9.95
2025-06-13 16:00:00,M01,70.31,0.33,165.67,9.08
2025-06-13 17:00:00,M01,62.57,0.34,165.79,9.48
2025-06-13 18:00:00,M01,71.95,0.91,114.55,6.18
2025-06-13 19:00:00,M01,69.16,0.4,143.69,8.2
2025-06-13 20:00:00,M01,64.19,0.96,143.08,9.62
2025-06-13 21:00:00,M01,62.74,0.87,147.22,8.99
2025-06-13 22:00:00,M01,76.73,0.33,164.5,7.59
2025-06-13 23:00:00,M01,68.75,0.87,168.5,7.93
2025-06-14 00:00:00,M01,82.65,0.94,132.2,7.13
2025-06-14 01:00:00,M01,66.52,0.31,142.34,8.7
2025-06-14 02:00:00,M01,61.31,0.51,163.73,8.61
2025-06-14 03:00:00,M01,69.43,0.26,125.64,8.09
2025-06-14 04:00:00,M01,67.5,0.69,130.0,7.26
2025-06-14 05:00:00,M01,68.9,0.22,133.15,7.3
2025-06-14 06:00:00,M01,63.71,0.77,153.03,7.51
2025-06-14 07:00:00,M01,73.23,0.57,113.53,7.42
2025-06-14 08:00:00,M01,74.17,0.75,156.18,6.5
2025-06-14 09:00:00,M01,59.17,0.67,142.44,6.33
2025-06-14 10:00:00,M01,74.59,0.87,162.22,6.35
2025-06-14 11:00:00,M01,74.76,0.96,146.89,6.53
2025-06-14 12:00:00,M01,63.58,0.24,161.77,9.5
2025-06-14 13:00:00,M01,68.41,0.51,141.85,6.76
2025-06-14 14:00:00,M01,69.44,0.31,162.91,8.6
2025-06-14 15:00:00,M01,68.33,0.32,134.77,6.55
2025-06-14 16:00:00,M01,82.72,0.67,147.12,9.87
2025-06-14 17:00:00,M01,62.18,0.78,152.18,9.06
2025-06-14 18:00:00,M01,63.49,0.96,139.74,9.5
2025-06-14 19:00:00,M01,74.67,0.97,145.22,6.55
2025-06-14 20:00:00,M01,67.9,1.0,135.24,9.07
2025-06-14 21:00:00,M01,70.53,0.76,127.59,6.71
2025-06-14 22:00:00,M01,66.9,0.42,162.92,8.14
2025-06-14 23:00:00,M01,67.69,0.73,115.5,7.62
2025-06-15 00:00:00,M01,72.06,0.25,166.31,9.03
2025-06-15 01:00:00,M01,65.32,0.87,146.2,6.38
2025-06-15 02:00:00,M01,66.69,0.34,143.69,9.26
2025-06-15 03:00:00,M01,64.68,0.29,145.35,6.24
2025-06-15 04:00:00,M01,69.48,0.54,139.11,8.26
2025-06-15 05:00:00,M01,75.38,0.42,166.54,9.15
2025-06-15 06:00:00,M01,60.39,0.5,164.09,7.38
2025-06-15 07:00:00,M01,66.24,0.69,129.95,7.73
2025-06-15 08:00:00,M01,69.93,0.48,157.7,9.16
2025-06-15 09:00:00,M01,68.89,0.95,159.7,9.57
2025-06-15 10:00:00,M01,67.38,0.73,125.66,9.94
2025-06-15 11:00:00,M01,70.96,0.41,128.98,7.44
2025-06-15 12:00:00,M01,69.12,0.42,132.33,7.44
2025-06-15 13:00:00,M01,66.53,0.47,144.08,6.35
2025-06-15 14:00:00,M01,69.02,0.67,156.24,6.44
2025-06-15 15:00:00,M01,69.67,0.91,152.28,6.35
2025-06-15 16:00:00,M01,75.85,0.98,158.57,7.66
2025-06-15 17:00:00,M01,75.83,0.78,155.97,8.99
2025-06-15 18:00:00,M01,72.12,0.67,148.94,9.37
2025-06-15 19:00:00,M01,69.42,0.21,148.49,6.16
2025-06-15 20:00:00,M01,68.13,0.64,163.79,9.19
2025-06-15 21:00:00,M01,74.91,0.69,143.65,8.67
2025-06-15 22:00:00,M01,66.95,0.79,175.97,6.78
2025-06-15 23:00:00,M01,63.48,0.97,150.32,9.28
2025-06-16 00:00:00,M01,67.83,0.51,163.29,6.51
2025-06-16 01:00:00,M01,68.95,0.94,158.25,9.48
2025-06-16 02:00:00,M01,66.46,0.73,138.39,6.53
2025-06-16 03:00:00,M01,74.08,0.68,165.49,9.48
2025-06-16 04:00:00,M01,73.31,0.32,117.28,6.35
2025-06-16 05:00:00,M01,70.48,0.93,118.5,6.98
2025-06-16 06:00:00,M01,70.32,0.63,142.99,9.77
2025-06-16 07:00:00,M01,74.02,0.85,135.73,9.01
2025-06-16 08:00:00,M01,81.19,0.65,147.02,7.16
2025-06-16 09:00:00,M01,73.57,0.42,126.19,8.88
2025-06-16 10:00:00,M01,62.4,0.75,136.73,7.4
2025-06-16 11:00:00,M01,57.37,0.64,165.06,9.51
2025-06-16 12:00:00,M01,59.49,0.74,151.52,8.1
2025-06-16 13:00:00,M01,67.92,0.79,155.34,7.51
2025-06-16 14:00:00,M01,71.99,0.62,174.2,7.87
2025-06-16 15:00:00,M01,64.81,0.85,151.64,7.75
2025-06-16 16:00:00,M01,62.92,0.64,129.69,7.8
2025-06-16 17:00:00,M01,69.13,0.78,155.02,7.58
2025-06-16 18:00:00,M01,72.33,0.98,174.1,8.01
2025-06-16 19:00:00,M01,81.44,0.92,137.41,8.8
2025-06-16 20:00:00,M01,69.14,0.79,150.33,8.57
2025-06-16 21:00:00,M01,74.64,0.23,158.44,9.74
2025-06-16 22:00:00,M01,59.52,0.72,172.47,7.84
2025-06-16 23:00:00,M01,74.4,0.31,115.18,7.96
2025-06-17 00:00:00,M01,70.63,0.69,157.92,6.93
2025-06-17 01:00:00,M01,64.88,0.35,174.39,7.36
2025-06-17 02:00:00,M01,80.27,0.56,145.96,9.68
2025-06-17 03:00:00,M01,63.79,0.86,128.46,9.6
2025-06-17 04:00:00,M01,73.54,0.81,141.35,8.41
2025-06-17 05:00:00,M01,69.64,0.55,115.25,7.33
2025-06-17 06:00:00,M01,69.16,0.59,162.64,9.14
2025-06-17 07:00:00,M01,70.14,0.61,151.53,8.24
2025-06-17 08:00:00,M01,70.97,0.87,154.08,7.57
2025-06-17 09:00:00,M01,73.12,0.56,153.21,7.59
2025-06-17 10:00:00,M01,69.51,0.26,153.16,9.17
2025-06-17 11:00:00,M01,64.28,0.82,122.64,6.41
2025-06-17 12:00:00,M01,72.21,0.35,136.0,9.77
2025-06-17 13:00:00,M01,59.93,0.92,147.57,9.34
2025-06-17 14:00:00,M01,74.99,0.81,157.01,8.23
2025-06-17 15:00:00,M01,68.99,0.38,143.34,8.68
2025-06-17 16:00:00,M01,79.12,0.64,168.13,8.13
2025-06-17 17:00:00,M01,70.68,0.54,145.5,7.57
2025-06-17 18:00:00,M01,76.93,0.74,170.59,6.57
2025-06-17 19:00:00,M01,66.98,0.89,177.28,9.75
2025-06-17 20:00:00,M01,64.03,0.73,132.34,7.06
2025-06-17 21:00:00,M01,77.78,0.78,156.08,9.34
2025-06-17 22:00:00,M01,64.55,0.4,132.96,8.73
2025-06-17 23:00:00,M01,62.09,0.65,143.62,6.94
2025-06-18 00:00:00,M01,66.78,0.91,155.78,9.26
2025-06-18 01:00:00,M01,69.76,0.86,151.41,7.82
2025-06-18 02:00:00,M01,74.29,0.99,172.47,6.33
2025-06-18 03:00:00,M01,70.83,0.65,138.31,7.54
2025-06-18 04:00:00,M01,66.47,0.51,170.75,8.88
2025-06-18 05:00:00,M01,66.84,1.0,145.18,8.15
2025-06-18 06:00:00,M01,64.61,0.21,173.81,6.78
2025-06-18 07:00:00,M01,62.55,0.63,132.34,7.74
2025-06-18 08:00:00,M01,72.57,0.24,129.13,8.46
2025-06-18 09:00:00,M01,71.81,0.68,160.85,6.87
2025-06-18 10:00:00,M01,72.31,0.28,145.91,9.86
2025-06-18 11:00:00,M01,71.81,0.51,133.22,7.95
2025-06-18 12:00:00,M01,66.9,0.7,155.49,6.03
2025-06-18 13:00:00,M01,76.35,0.8,146.49,8.83
2025-06-18 14:00:00,M01,69.45,0.42,135.58,6.04
2025-06-18 15:00:00,M01,69.0,0.48,153.91,6.55
2025-06-18 16:00:00,M01,64.58,0.94,147.87,6.2
2025-06-18 17:00:00,M01,73.27,0.86,137.42,7.5
2025-06-18 18:00:00,M01,73.41,0.57,160.65,6.02
2025-06-18 19:00:00,M01,67.85,0.4,134.95,9.67
2025-06-18 20:00:00,M01,72.63,0.71,157.81,6.65
2025-06-18 21:00:00,M01,64.94,0.27,119.87,9.99
2025-06-18 22:00:00,M01,65.11,0.23,157.84,6.76
2025-06-18 23:00:00,M01,68.07,0.32,137.31,8.05
2025-06-19 00:00:00,M01,72.75,0.72,182.7,7.62
2025-06-19 01:00:00,M01,76.12,0.97,152.12,6.94
2025-06-19 02:00:00,M01,72.12,0.61,176.58,8.74
